PitchNo,Date,Time,Batter,PitchUID,Equipment,Handedness,Plane Score,Connection Score,Rotation Score,Bat_Speed,Rotational_Acceleration,OPE,Attack_Angle,Early_Connection,Connection_at_Impact,Vertical_Bat_Angle,Power,Peak_Hand_Speed,Time_to_Contact,PAofInning,PitchofPA,PitcherThrows,PitcherTeam,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,wOBA,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,Connection_Diff,PC1,PC2,PC3,PC4,PC5
288,7/7/19,9:23:37 PM,Player F,0759f7b4-a11f-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,53,50,80,70.2,28.6,69,14,92,75,-24,4.44,20.4,0.14,1,5,Right,HYA_HAR,Right,WAR_GAT,Windup,7,Bottom,0,2,2,ChangeUp,Other,InPlay,Undefined,FlyBall,Single,0.89,1,0,NA,68.69310583,0.939257784,-0.520702513,1134.115025,225.210751,0.0625,6.233373865,0.345252214,4.111852715,-53.76816506,9.192105963,9.319612407,2.653992902,0.622278911,63.33858351,-8.784350099,1.176894492,0.571090338,63.06979977,33.13569973,-4.614441631,2926.949058,109.8454343,45.62167864,-5.825881209,212.4950438,212.280538,-0.613306461,3.645630493,-4.857498612,4.397691243,-0.296858022,50,6.282303933,0.602796461,-99.73373021,-0.116447935,-4.904865025,15.66238373,-27.73347457,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190707-CCBLWareham-1,17,1.800352501,-0.47176952,-0.296514575,0.380639002,1.778905205
193,7/8/19,8:32:59 PM,Player F,1be50e9b-a1e1-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,47,38,66,72.8,21.2,61,22,106,78,-17,4.77,22.8,0.14,3,5,Left,COT_KET,Right,WAR_GAT,Stretch,5,Bottom,1,2,2,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,87.31989463,-0.821521247,4.08646038,2145.613013,148.0238721,0.458333333,5.365605439,-2.315432097,5.7607957,-20.18140708,17.45463635,-10.91884924,2.917245318,0.58432012,77.89819345,-4.645784564,2.017586371,0.441543503,89.67425375,51.21561135,-39.61256998,3772.035024,82.76459629,121.5839864,-72.45701425,273.9725799,37.705769,-43.33802663,6.101810913,7.318501204,9.710593622,1.983221759,50,5.285459109,-8.6934277,-126.5544534,-2.4626212,11.58746902,31.53877477,-16.79915148,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190708-CCBLWareham-1,28,1.680139542,-2.761971614,-0.932432785,0.354186625,1.209091539
286,7/8/19,9:30:39 PM,Player F,2511dfe1-a1e9-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,50,40,60,62.8,17.8,64,19,100,74,-26,2.97,24.5,0.17,1,4,Right,COT_KET,Right,WAR_GAT,Windup,8,Bottom,0,1,2,Slider,Slider,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,77.05859306,-1.335310716,-0.252734907,NA,180,0.5,5.994737372,0.721064232,5.760507433,-45.71055399,2.519513362,1.11E-13,0.942531265,0.48584565,69.48262346,-9.934619558,-0.252734907,0.499839361,52.34801494,-56.96358804,-9.27851097,NA,NA,NA,NA,5.134503618,4.898202572,-7.22450977,0.021920776,-0.090126069,1.837614268,-0.700150857,50,5.857122403,0.493706178,-111.9239807,-3.894536692,-0.11127177,25.22548825,-29.90528665,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190708-CCBLWareham-1,26,-1.042980101,-1.342774959,-0.130041654,1.040182126,1.467173682
328,7/8/19,9:54:49 PM,Player F,889ddc9b-a1ec-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,59,56,79,74.4,27.7,76,8,92,80,-34,5.52,24.2,0.13,3,2,Right,COT_KET,Right,WAR_GAT,Stretch,9,Bottom,1,0,1,Slider,Other,InPlay,Undefined,LineDrive,Double,1.27,0,1,NA,75.81683968,-0.791146397,-0.817940301,1940.50166,189.6759916,0.510416667,5.874614832,0.727030518,5.895310986,-40.70815379,7.557732364,1.296345175,1.747698981,0.07568583,70.00519876,-8.384478591,-0.574236385,0.500024933,85.82700049,16.68491132,32.10963855,3900.55411,88.52791249,24.06487423,65.28945218,239.5136921,139.6397902,42.65620803,2.688778687,-0.920550619,4.288523683,-0.662014842,50,5.787540421,1.539894931,-110.377413,-2.652720733,-1.138366372,19.20766239,-26.87079739,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190708-CCBLWareham-1,12,4.063983828,-0.135312742,0.673664716,0.50092863,0.515931985
6,7/9/19,5:05:26 PM,Player F,471873bf-a28d-11e9-8da8-38baf8f1539b,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,58,49,75,72.9,25.6,76,13,82,80,-27,5.07,24.2,0.14,2,4,Right,YAR_RED,Right,WAR_GAT,Stretch,1,Top,0,2,1,ChangeUp,ChangeUp,InPlay,Undefined,LineDrive,Triple,1.62,0,1,NA,81.5694201,-0.488090531,-2.698659342,1249.62603,234.0557893,0.072916667,5.958046808,1.426059336,6.138063556,-36.82619765,4.851028619,6.744603581,2.437655888,-0.507484122,74.55564006,-7.426597467,-1.421610368,0.46464463,93.18353124,23.79653644,30.77741957,4233.645287,89.08698745,42.53523538,64.52477248,322.645193,101.1361929,46.44339363,3.961742554,-4.469745489,2.786997591,-1.223952361,50,5.901767248,5.400576864,-118.6228814,-2.053207224,-6.332790048,23.89036393,-28.2253963,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190709-CCBLYarmouth-1,2,3.177031809,0.522853069,0.150526147,1.230012488,1.231071989
60,7/9/19,5:32:59 PM,Player F,1ef74111-a291-11e9-8da8-38baf8f1539b,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,58,39,71,68.4,23.6,75,23,83,69,-20,3.93,24.6,0.15,4,4,Right,YAR_RED,Right,WAR_GAT,Windup,2,Top,2,2,1,Slider,Slider,InPlay,Undefined,GroundBall,Out,0,1,0,NA,78.34085779,-1.216560359,-1.133054123,1975.357732,124.2619812,0.427083333,5.961637513,1.67852087,5.816194638,-36.77226914,9.439828401,-13.92180071,1.76587031,-0.53515209,71.01578975,-8.119913572,-3.768628399,0.489270869,63.2116331,8.439974084,22.84714854,4523.888189,NA,NA,NA,80.57769141,79.28544391,25.984027,0.928939819,7.146399631,5.503121153,-1.577753348,50,5.840675763,2.648752473,-113.8501294,-3.46686177,9.209157627,24.44912873,-25.08249018,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190709-CCBLYarmouth-1,14,1.492587964,-0.280752831,-1.069551387,1.402453607,2.159548148
197,7/9/19,6:49:54 PM,Player F,e088c959-a29b-11e9-8da8-38baf8f1539b,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,48,50,65,75,20.2,62,18,93,76,-22,4.99,23.7,0.15,1,5,Right,YAR_RED,Right,WAR_GAT,Windup,7,Top,0,2,2,Fastball,Fastball,InPlay,Undefined,LineDrive,Double,1.27,0,0,NA,92.56486307,-1.213347454,-2.853231159,2171.5777,228.6409686,0.0625,5.606887354,1.977987758,5.039508037,-21.54213277,12.21858012,13.91530908,2.665636704,0.444080699,84.14317304,-5.203118993,-0.270148962,0.418193543,98.53408381,6.239568453,-40.37001809,3553.863744,80.42388768,2.745181036,-75.04629101,128.2719902,115.2971171,-43.7633698,0.995824585,-8.117925599,6.752704968,-1.716695871,50,5.474284156,6.158738277,-134.3378702,-3.679509338,-14.77047598,30.28020297,-19.88757644,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190709-CCBLYarmouth-1,17,2.02165032,-1.466406102,-0.972635869,1.225795732,0.869833194
261,7/9/19,7:29:30 PM,Player F,66fb4a49-a2a1-11e9-8da8-38baf8f1539b,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,47,49,64,70.9,20,62,20,103,86,-38,4.58,22.6,0.14,5,3,Right,YAR_RED,Right,WAR_GAT,Stretch,8,Top,0,0,2,Slider,Curveball,InPlay,Undefined,FlyBall,Single,0.89,0,1,NA,67.85670003,4.267349225,-0.82026477,2117.173164,110.4940531,0.40625,2.777876261,2.995312887,6.012536987,-55.34507311,6.136009082,-16.5713541,2.126192844,0.854536298,61.08086026,-6.225699746,-3.970142369,0.564341866,72.89630446,50.90223637,6.826859996,4578.956656,106.6159634,92.5308949,27.07463072,212.3031577,75.37609792,18.49276643,4.922472534,8.744159905,1.910002459,-2.92212303,50,3.082889704,1.802638865,-98.40071728,6.027913984,8.40836727,18.41767726,-30.33739388,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190709-CCBLYarmouth-1,17,1.422957687,-1.4425132,0.865724563,1.461289046,0.052162522
45,7/11/19,7:07:40 PM,Player F,afbd4866-a430-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,59,49,68,68.5,22.2,77,16,79,83,-33,4.28,21.3,0.14,5,5,Left,BOU_BRA,Right,WAR_GAT,Stretch,1,Bottom,2,2,2,Curveball,Curveball,InPlay,Undefined,LineDrive,Single,0.89,0,2,NA,73.84856772,1.115684191,1.361196845,2183.010137,301.3408585,0.166666667,6.078639576,-1.162783691,5.266051086,-55.78663653,-2.040154623,3.267100782,2.478162373,0.388310306,66.1898743,-9.340603579,1.978284819,0.527650725,67.93633882,21.58271764,-24.87996758,864.8654312,99.63420365,20.47719597,-46.61508437,178.270834,178.0988701,-25.11782304,2.236947632,-1.235632996,-1.494930169,1.036065727,50,6.141158081,-2.640123774,-107.1059473,0.462776176,-1.391688641,23.73904227,-33.8577826,WAR_GAT,BOU_BRA,CCBLWareham,CCBL,CCBL,20190711-CCBLWareham-1,-4,1.530097656,1.479956254,0.576543102,1.528024275,0.99864096
107,7/11/19,7:40:10 PM,Player F,3a7aab61-a435-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,60,68,66,70,20.9,77,9,87,87,-42,4.02,26.1,0.16,1,4,Left,BOU_BRA,Right,WAR_GAT,Windup,3,Bottom,0,1,2,Slider,Slider,InPlay,Undefined,GroundBall,Error,0,0,0,NA,81.12022908,-2.860477815,1.285389449,2313.942507,167.0308176,0.479166667,6.060722568,-0.889838242,5.728300893,-29.72755451,13.65227275,-3.153535209,0.916722925,0.044585613,73.28604833,-8.434206147,0.688048909,0.474040478,81.67273734,-25.2851629,-44.01652651,NA,NA,NA,NA,5.230797184,5.230797184,-19.52728384,0.023081055,2.127861839,8.310030213,0.784639697,50,5.804200356,-2.547353052,-117.7354469,-6.774165936,2.929745056,26.33134857,-20.73238938,WAR_GAT,BOU_BRA,CCBLWareham,CCBL,CCBL,20190711-CCBLWareham-1,0,1.635542747,1.035857829,1.684195325,1.957788716,0.078124254
40,7/12/19,7:52:52 PM,Player F,2da0c701-a500-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,55,51,63,74,19.5,71,9,96,80,-40,5,23.2,0.14,2,2,Right,BRE_WHI,Right,WAR_GAT,Windup,2,Bottom,1,0,1,Curveball,Curveball,InPlay,Undefined,LineDrive,Out,0,1,0,NA,81.39728177,0.176250846,-0.720526448,2240.509072,74.48394336,0.354166667,5.279330391,1.694157539,6.176121687,-46.0986948,-3.971389382,-14.16212876,1.600541726,-0.151412848,74.00497335,-8.539470023,-3.418402244,0.467146779,93.89353425,16.12958361,16.87778426,3139.640845,103.065283,23.85218477,38.43857422,258.5453135,250.1418249,25.77747363,2.669249878,7.511789961,-2.230269528,-1.632601674,50,5.269338701,1.882774437,-118.4205199,-0.916532211,10.48694752,26.17235968,-35.28764993,WAR_GAT,BRE_WHI,CCBLWareham,CCBL,CCBL,20190712-CCBLWareham-1,16,2.435974419,-0.350505337,0.52323708,0.750678972,-0.605290146
102,7/12/19,8:26:31 PM,Player F,ddc997dc-a504-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,47,50,77,72.4,27,61,15,99,82,-32,5.15,24,0.13,3,4,Right,BRE_WHI,Right,WAR_GAT,Windup,4,Bottom,2,1,2,Fastball,Fastball,InPlay,Undefined,LineDrive,Out,0,1,0,NA,90.443684,-1.397366154,-2.508752917,2093.280299,235.6754175,0.072916667,5.445181201,1.531079269,6.654390205,-20.9699207,12.25627942,17.99623917,2.41749749,0.733573793,82.37980567,-5.395455283,0.933655708,0.414869833,75.09854817,14.25379043,-11.54367659,427.7418028,107.7701673,11.24260089,-22.03377754,157.0570462,148.7979264,-11.57213945,1.709974976,-10.72961601,7.215866388,-1.369912794,50,5.342626958,5.259402118,-131.6266418,-3.805489575,-18.71603692,29.43516658,-19.58716552,WAR_GAT,BRE_WHI,CCBLWareham,CCBL,CCBL,20190712-CCBLWareham-1,17,3.105720949,-1.438483083,0.802111874,0.940476755,1.113211594
254,7/12/19,10:02:09 PM,Player F,36700dcd-a512-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,47,38,54,74.3,14.5,61,20,98,70,-17,4.77,22.3,0.15,2,3,Right,BRE_WHI,Right,WAR_GAT,Stretch,8,Bottom,1,2,0,Sinker,Slider,InPlay,Undefined,FlyBall,Out,0,1,0,NA,84.0059413,2.845547076,-4.360542366,2652.969174,272.2378461,0.125,3.387884053,3.228275898,6.519340851,-39.72975577,-0.54187867,12.92383816,2.697431049,0.296972794,75.73446378,-4.741377185,-1.892488679,0.450554557,93.29329679,44.73755116,-20.8511412,4539.993888,100.2784469,103.9212932,-45.21317189,307.468659,91.13993186,-30.02216922,6.068091431,-8.52701153,-1.199371818,-2.930244321,50,3.569095085,8.944198837,-121.8284856,5.01064171,-12.65245714,26.77558939,-33.95368735,WAR_GAT,BRE_WHI,CCBLWareham,CCBL,CCBL,20190712-CCBLWareham-1,28,1.028802902,-2.175449186,-2.069620695,0.462123092,0.525234702
47,7/13/19,7:13:24 PM,Player F,d2c429bb-a5c3-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,66,40,66,70,21.1,85,6,78,75,-29,4.8,22.3,0.13,1,2,Left,HAR_MAR,Right,WAR_GAT,Windup,2,Bottom,0,0,1,Slider,Slider,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,79.68606575,-1.030519203,1.36440231,2119.149134,211.2751231,0.041666667,6.552557487,-1.941490343,5.52226278,-39.77437938,4.784127241,2.931398264,2.274272995,-0.421461306,73.20557992,-8.412583773,1.912825059,0.480437426,89.71565433,6.60689854,24.86799193,2851.764299,96.63488107,2.33170589,52.55074506,125.3466444,125.1299201,29.09993821,1.090077515,-1.171131476,2.84254053,1.820954853,50,6.436662105,-2.850373247,-115.8706262,-3.313995116,-1.58782906,22.20292408,-28.32011025,WAR_GAT,HAR_MAR,CCBLWareham,CCBL,CCBL,20190713-CCBLWareham-1,3,2.71393103,1.753350228,-0.04568405,-0.044496078,0.699475851
114,7/13/19,7:49:56 PM,Player F,ec4e3c20-a5c8-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,45,35,67,76.2,21.3,58,27,101,69,-21,5.01,23.3,0.15,1,2,Left,HAR_MAR,Right,WAR_GAT,Windup,4,Bottom,0,0,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,86.81569485,-3.252803341,2.632817304,2225.494955,148.8584635,0.458333333,6.60794578,-1.834751578,5.962193716,-17.13884763,20.5410047,-12.43285144,2.157382694,-0.428042252,77.88216803,-6.495766052,0.266852035,0.44180041,80.84351128,0.408847934,-34.38285571,4072.513449,NA,NA,NA,42.28488042,42.13556752,-32.50632556,0.361541138,7.650540469,12.26891243,1.632854277,50,6.340252857,-5.407917709,-125.893517,-7.687887556,12.02103159,30.55161341,-12.89632765,WAR_GAT,HAR_MAR,CCBLWareham,CCBL,CCBL,20190713-CCBLWareham-1,32,1.890436981,-3.058698252,-1.928065863,1.449452566,0.908777137
242,7/13/19,9:01:16 PM,Player F,e2451939-a5d2-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,51,43,72,76.9,23.9,66,19,100,77,-23,5.4,23,0.14,2,4,Left,HAR_MAR,Right,WAR_GAT,Stretch,8,Bottom,0,2,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Error,0,0,0,NA,87.67350419,-0.344189158,3.800745447,2255.876716,133.0609658,0.4375,4.510243415,-2.357760929,6.264864346,-21.65782547,14.49962864,-15.55219386,2.387418853,-0.144781524,79.1978051,-4.462444851,0.842710653,0.432783246,98.05401402,-3.316702869,-31.20662996,NA,NA,NA,NA,29.33425953,28.37632232,-27.0907863,0.202787476,9.706584601,8.054068685,2.083903391,50,4.474149877,-8.001188347,-127.3445417,-1.405452162,15.75922536,28.90717773,-19.09778243,WAR_GAT,HAR_MAR,CCBLWareham,CCBL,CCBL,20190713-CCBLWareham-1,23,2.908296893,-2.079028705,-0.906369583,0.80251019,0.658203699
25,7/16/19,6:12:33 PM,Player F,cde20761-a816-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,57,36,71,66,23.7,74,18,72,76,-31,4.28,21,0.13,5,3,Right,FAL_COM,Right,WAR_GAT,Stretch,1,Top,2,1,1,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,75.7096224,0.638105152,-1.82738599,2129.310716,48.15379526,0.3125,6.418899078,2.217727303,5.345381134,-50.98664269,-0.692419333,-0.720370341,2.768814824,0.443225387,68.75780197,-8.863822238,-1.962574742,0.510423395,59.56993441,14.19027576,-12.10682001,NA,NA,NA,NA,109.2956783,109.0723423,-10.92803417,1.408478394,-0.208723197,-0.574176087,-2.052792296,50,6.440823767,3.528970898,-109.9357208,-0.296872911,-0.251455659,22.32548938,-32.86577726,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,-4,1.724032914,1.778326266,0.192535834,1.47461203,1.851962362
109,7/16/19,6:57:05 PM,Player F,0705a285-a81d-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,51,48,67,64.5,21.5,66,20,93,74,-14,3.14,23.6,0.17,1,5,Right,FAL_COM,Right,WAR_GAT,Windup,4,Top,0,2,2,Slider,Slider,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,83.78127323,-1.615445491,-2.895886472,2127.367329,211.2636918,0.041666667,6.235569775,2.08874518,5.774744505,-30.65907626,9.234831796,5.629626763,2.175319363,-0.138741819,76.93340886,-7.331550451,-1.840492429,0.454595162,66.46785186,22.38086053,-26.42274278,1537.016637,98.78216755,25.4795407,-48.39493943,194.7385458,194.7385458,-26.61318442,2.586362305,-3.824782115,5.406726175,-1.853143704,50,6.083680957,5.983489094,-121.7535562,-4.393988831,-5.744039742,23.79718602,-24.05425269,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,19,-0.634846607,-1.021392707,-0.802437028,0.954491955,2.494678915
198,7/16/19,7:52:20 PM,Player F,c0371f52-a824-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,51,57,66,76.4,21,67,15,92,81,-39,5.11,24.1,0.15,2,4,Left,FAL_COM,Right,WAR_GAT,Stretch,6,Top,0,1,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,87.67265299,-0.569843846,5.949332078,2112.5265,108.4096702,0.395833333,4.92245406,-3.759868334,5.45534014,-30.32584732,6.918672585,-20.89179238,1.85903613,0.087658148,79.81168601,-6.213658908,2.064316409,0.439240835,98.14718548,1.300959733,-23.01529825,2381.989174,NA,NA,NA,58.04033372,56.86295817,-23.70110676,0.415562134,12.7898506,3.837722663,3.24839164,50,4.851472579,-12.50354818,-126.8423621,-2.305872137,20.7982033,26.39492265,-25.93333953,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,11,2.553636048,-0.587781539,0.267171583,1.989184037,-0.327383683
292,7/16/19,8:50:20 PM,Player F,da527f9a-a82c-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,45,45,68,70.4,21.8,59,22,86,73,-16,4.33,22.6,0.15,1,6,Left,FAL_COM,Right,WAR_GAT,Windup,8,Top,0,3,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,90.31624842,-1.962336589,1.464829162,2356.533254,157.1875754,0.46875,6.312447714,-1.583384029,5.871792505,-12.42170778,22.12133797,-9.318260273,3.453566992,-0.999216791,81.53016856,-4.307273272,-0.299012564,0.423011167,80.64033889,-3.581645736,-6.237117965,2781.773229,NA,NA,NA,33.18752654,32.1008959,-4.322804737,0.277046509,5.497065854,12.57464816,1.470401263,50,6.146715191,-3.05168595,-131.2551931,-4.90483582,9.471400826,30.97945956,-10.50802961,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,13,1.075010424,-0.995226474,-1.213855342,1.385240653,2.197076726
42,7/19/19,4:50:40 PM,Player F,df59b03d-aa66-11e9-b28d-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,56,47,58,70.7,16.8,73,22,99,79,-25,4.16,24.5,0.16,2,4,Right,FAL_COM,Right,WAR_GAT,Windup,2,Bottom,1,1,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Error,0,0,0,NA,82.18544713,-0.039537323,-2.727767247,2527.511488,53.78555087,0.322916667,5.313408342,2.920392262,4.853496736,-45.97875991,-3.142013238,-4.235744615,1.444379803,-0.016417458,75.86038872,-8.446912059,-3.507117567,0.47106383,75.61734703,-0.301526909,-38.85735212,NA,NA,NA,NA,34.18021396,33.56416284,-35.47419896,0.298793335,1.461877456,-1.621209612,-2.647759573,50,5.271173633,5.836104654,-119.3464943,-1.709583434,2.114031626,22.40286262,-34.51849157,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-1,20,0.772782717,-1.423841507,-0.616861433,1.268846888,0.397528624
109,7/19/19,5:30:19 PM,Player F,6cdd00f5-aa6c-11e9-b28d-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,58,45,61,67.2,18.5,76,18,86,73,-20,3.57,23,0.16,3,3,Right,FAL_COM,Right,WAR_GAT,Windup,4,Bottom,2,0,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,80.62424741,0.515895731,-3.663188283,2466.842615,57.38891585,0.333333333,5.326540956,2.894512231,5.289362845,-47.97980526,-3.748767097,-5.794285911,1.813608243,-1.032442632,73.83133056,-8.359297871,-4.740000925,0.47866876,63.62804336,-13.71275543,-27.02644202,NA,NA,NA,NA,10.12413119,10.09731783,-15.05202538,0.086974487,1.971510152,-2.135991421,-2.556666274,50,5.339220754,7.675088268,-116.9613242,-0.493112355,2.712344477,23.46804942,-35.11268142,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-1,13,0.181943829,0.084038763,-0.947879186,0.89869337,1.465001844
73,7/19/19,8:06:15 PM,Player F,370c4d99-aa82-11e9-b28e-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,56,53,66,75.6,21.2,72,14,89,77,-39,5.14,25.2,0.14,4,5,Left,FAL_COM,Right,WAR_GAT,Stretch,2,Bottom,2,3,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Double,1.27,0,1,NA,89.02335258,-2.181252191,3.382056593,2022.029707,124.8834261,0.427083333,5.609085714,-1.853320128,5.632383559,-24.87255365,11.1028011,-15.9738241,1.496896767,-0.025603942,80.61844362,-6.839944518,0.376086701,0.43169206,92.48013937,24.30789547,-1.253248325,2539.04902,109.9948301,43.13891311,1.061083659,357.5919628,357.2542315,4.832806046,4.335307007,9.613122397,6.629626831,1.575634889,50,5.407622237,-7.094665879,-129.1281743,-5.762058605,16.04499181,29.76527254,-21.10872515,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-2,12,3.199231887,-0.263832986,0.20492458,1.603944017,-0.165054594
24,7/20/19,6:10:56 PM,Player F,3c90e792-ab3b-11e9-9c79-d0c6372c7549,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,40,52,79,67.3,27.9,52,15,83,82,-23,3.97,23.6,0.15,5,5,Left,BOU_BRA,Right,WAR_GAT,Stretch,1,Top,2,3,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0.89,0,1,NA,89.39314258,-1.604794142,3.001942243,2145.011527,147.2932445,0.458333333,6.178418766,-2.291486959,5.967472402,-20.61017396,14.41168219,-9.275680393,2.9707495,-0.278967307,81.20814134,-5.48760432,1.250033968,0.425932813,93.90376513,10.40319298,-29.84156634,2721.984634,92.2653383,10.30834467,-59.89208591,172.2586876,166.593629,-35.33104582,1.474910278,5.921286289,8.286696036,2.058939753,50,6.039815474,-6.514402085,-129.8708372,-4.301761341,10.0416763,28.98928188,-18.12096699,BOU_BRA,WAR_GAT,CCBLBourne,CCBL,CCBL,20190720-CCBLBourne-1,1,1.207497178,-0.082363806,0.810911222,1.840140996,2.995850724
101,7/20/19,7:02:02 PM,Player F,6528a7b7-ab42-11e9-9c79-d0c6372c7549,Axe Bat (iOS Only) 33.5 in / 30.5 oz,R,42,49,78,70.6,27.2,56,20,83,79,-23,4.36,22.9,0.15,4,4,Right,BOU_BRA,Right,WAR_GAT,Stretch,3,Top,2,2,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,89.80156984,-1.971706867,-1.80749676,2377.541877,204.1322337,0.53125,6.288713994,0.95368055,6.038371366,-13.96090999,20.94998006,9.400232096,3.298248306,0.063078757,80.65344695,-4.622261812,-0.017827095,0.425257497,92.86291778,51.66453025,-24.46085177,4374.041771,96.00078018,126.9017714,-53.70138455,273.9288631,98.66709654,-33.92325082,6.115369263,-5.71809843,12.06264079,-0.817905206,50,6.127577377,3.822309281,-130.4717469,-4.932056342,-9.676861757,32.11819223,-11.76018042,BOU_BRA,WAR_GAT,CCBLBourne,CCBL,CCBL,20190720-CCBLBourne-1,4,1.585000098,-0.422412904,-0.02582707,2.137338852,2.473990161
