PitchNo,Date,Time,Batter,PitchUID,Equipment,Handedness,Plane Score,Connection Score,Rotation Score,Bat_Speed,Rotational_Acceleration,OPE,Attack_Angle,Early_Connection,Connection_at_Impact,Vertical_Bat_Angle,Power,Peak_Hand_Speed,Time_to_Contact,PAofInning,PitchofPA,PitcherThrows,PitcherTeam,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,wOBA,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,Connection_Diff,PC1,PC2,PC3,PC4,PC5
141,6/23/19,4:09:21 PM,Player B,cb5537d8-95f2-11e9-bca8-1c1bb52a52af,Bat,L,56,20,40,61.4,7.6,73,-11,55,56,-26,3.3,15.9,0.15,3,4,Right,ORL_FIR,Left,WAR_GAT,Windup,6,Top,2,1,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Out,0,1,0,NA,87.60522249,-2.363162987,-3.796617239,2173.104925,237.8716483,0.083333333,5.879427665,2.774474366,6.834598097,-23.77337907,11.52951313,18.41228666,1.737268318,0.841442299,79.85587963,-6.901785659,-0.266059042,0.427638366,67.88472714,-10.65734679,-28.22015059,NA,NA,NA,NA,9.567712919,9.567712919,-30.30235145,0.08690918,-11.41476509,7.144458989,-2.538025453,50,5.718813603,7.965963904,-127.302542,-5.887355079,-18.61537453,27.65106346,-20.52275491,ORL_FIR,WAR_GAT,CCBLOrleans,CCBL,CCBL,20190623-CCBLOrleans-1,-1,-1.544147322,4.704212996,-1.631153596,-1.341468281,0.862716523
21,6/24/19,6:56:23 PM,Player B,5028a10e-96d3-11e9-b289-1c1bb52a548f,Bat,L,56,51,47,64.9,10.9,73,6,80,84,-31,3.79,16.5,0.14,2,4,Right,HYA_HAR,Left,WAR_GAT,Windup,1,Bottom,1,1,2,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,91.94316807,-2.471503089,-3.811399476,2279.681077,207.4480519,0.041666667,6.263291765,2.210078499,6.419995598,-14.27357397,18.77483646,9.768075768,2.795630582,-0.48444119,82.30110365,-5.203145009,-1.939832467,0.413758383,87.92222966,25.85699191,-5.307540725,3095.0638,108.9919979,45.72443536,-14.85732166,320.0688279,312.8456026,-13.36601709,4.103432007,-6.702518192,11.22129725,-1.942580844,50,6.0802724,8.595480629,-133.3741938,-6.193124909,-11.80961675,34.52391292,-12.40249163,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190624-CCBLWareham-1,-4,-0.803781985,2.362470123,0.289568908,-0.088629693,0.055105668
136,6/24/19,8:01:01 PM,Player B,550bb4f9-96dc-11e9-b289-1c1bb52a548f,Bat,L,57,43,41,56.9,8,74,5,74,82,-37,2.95,15.4,0.14,1,5,Left,HYA_HAR,Left,WAR_GAT,Windup,5,Bottom,0,3,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,85.27122122,-1.912314497,-0.523574625,2283.806089,183.3059449,0.5,6.060137711,-0.416784352,5.815539779,-16.96592108,21.68264621,1.254569794,2.867647012,-0.799031549,77.4321167,-5.100531392,-0.286883664,0.447443515,81.65310526,27.04042616,-14.40786703,3869.202563,104.2161666,45.79815136,-35.19900628,281.492607,273.1434339,-26.37982182,3.844495239,-0.832939681,12.25645716,0.458867345,50,5.893664035,1.093757685,-123.9906969,-4.67169303,-1.286901005,26.53654029,-13.23768689,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190624-CCBLWareham-1,-8,-2.303309112,3.627660856,0.858581506,-0.133390702,0.303679702
179,6/24/19,8:24:28 PM,Player B,9be934f2-96df-11e9-b289-1c1bb52a548f,Bat,L,53,23,45,65.6,10,69,3,63,66,-28,3.99,17.3,0.14,5,2,Left,HYA_HAR,Left,WAR_GAT,Stretch,6,Bottom,2,0,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,82.66901384,-1.666385003,0.333084923,2205.556347,187.5555311,0.510416667,6.169674414,-0.568527823,5.753767191,-23.78468861,17.60059104,2.339679326,2.636074672,-0.063514109,74.87019216,-6.136090025,0.77504714,0.463014365,89.6644679,6.696409918,-8.314220525,1352.083515,108.0333069,2.704090097,-20.70626318,126.6393424,126.6393424,-11.22732029,1.091375732,-1.15484154,9.996882712,0.539518704,50,6.017238134,-0.77018331,-120.1729097,-4.223594184,-1.667959694,25.96906727,-17.73535991,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190624-CCBLWareham-1,-3,-0.328529407,3.172070713,-1.200189891,-0.010542835,0.691310817
251,6/24/19,9:04:05 PM,Player B,22ea3be9-96e5-11e9-b289-1c1bb52a548f,Bat,L,55,20,38,59.6,6.4,72,-4,58,65,-32,2.99,16,0.15,4,2,Right,HYA_HAR,Left,WAR_GAT,Stretch,8,Bottom,2,1,0,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,90.61648088,-1.927376154,-2.186399256,2239.946707,226.8610447,0.0625,5.764056851,1.300507362,6.014131925,-19.90877892,14.21287866,15.20176688,2.317765183,0.541162919,82.04497861,-5.687109815,0.696339822,0.420423108,71.09702416,-2.816415845,-22.31366056,2171.861739,NA,NA,NA,27.10489645,26.63061202,-23.02712439,0.257695923,-8.937152331,8.319825405,-1.137440064,50,5.602121682,4.540897231,-131.6826719,-5.071766729,-15.51466876,30.9230919,-17.73104362,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190624-CCBLWareham-1,-7,-2.108300085,4.633274703,-0.714817174,-0.417422468,0.626217603
10,6/28/19,7:07:48 PM,Player B,9088bfc8-99f9-11e9-b15b-d0c637ddbcc3,Bat,L,60,31,41,62.8,7.9,78,17,68,73,-26,3.19,14.6,0.16,2,2,Left,CHA_ANG,Left,WAR_GAT,Windup,1,Top,0,0,1,Curveball,Curveball,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,71.80194427,2.296256121,1.372949246,2103.337535,292.1207062,0.15625,5.561478898,-2.283920402,5.790552618,-62.63083963,-6.616753693,16.14865469,2.479836301,0.339078189,64.27227299,-9.56332541,4.453262949,0.53866672,62.18985653,1.209555545,2.795728816,1883.807745,NA,NA,NA,43.03299668,42.48987844,1.535850445,0.456600952,-8.228386097,-4.466709861,2.161653925,50,5.71396927,-2.913501746,-104.1490033,2.558771812,-8.718628352,23.24152701,-36.90688228,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190628-CCBLChatham-1,-5,-2.483190918,2.938685379,-1.570782646,0.963211077,0.432721596
47,6/28/19,7:28:21 PM,Player B,6f0615f4-99fc-11e9-b15b-d0c637ddbcc3,Bat,L,55,46,43,66,8.8,72,11,79,81,-31,3.48,17.3,0.16,2,2,Left,CHA_ANG,Left,WAR_GAT,Windup,2,Top,1,1,0,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,72.25439653,1.46124513,2.145630554,2073.305281,287.7934315,0.145833333,5.578034881,-2.406122043,5.744701603,-57.03401579,-2.549542722,7.784406469,2.186779499,0.240963271,65.71058384,-9.236485671,3.615683795,0.531260952,76.86210359,-22.91275861,32.62474367,NA,NA,NA,NA,8.550153097,8.323694924,20.37747647,0.055831909,-3.490681164,-1.8525738,2.223273451,50,5.665148303,-4.138929182,-104.9363088,1.159126312,-3.826176101,20.56951748,-34.20467618,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190628-CCBLChatham-1,-2,-1.634872831,2.01877479,-0.375398287,0.868669117,-0.160344281
175,6/28/19,8:33:46 PM,Player B,95a011f9-9a05-11e9-b15b-d0c637ddbcc3,Bat,L,57,34,44,69,9.5,73,1,69,76,-41,4.23,17.8,0.15,4,2,Right,CHA_ANG,Left,WAR_GAT,Stretch,6,Top,2,1,0,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,91.97830185,-3.303116829,-3.39288774,2267.287436,209.9848921,0.041666667,5.870931886,1.602350694,6.008127119,-10.56020934,22.73390675,13.135498,1.922328694,-0.449674637,82.97631292,-5.30084549,-0.903955189,0.415293624,90.24279843,25.54539646,-8.372960027,3377.953723,107.867597,46.47942172,-21.55237304,308.8409623,301.3624243,-16.66786391,4.282106323,-8.200736845,13.38816466,-1.343173026,50,5.605476333,7.481117666,-133.3687266,-8.053131683,-14.58917704,31.97325198,-8.356395556,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190628-CCBLChatham-1,-7,-0.099272752,3.272407454,-0.097084266,0.773908116,-0.839036699
266,6/28/19,9:17:58 PM,Player B,baea720b-9a0b-11e9-b15b-d0c637ddbcc3,Bat,L,60,31,38,59.3,6.3,78,-1,69,73,-35,2.78,16,0.16,3,5,Left,CHA_ANG,Left,WAR_GAT,Windup,9,Top,2,2,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,0,1,0,NA,77.09132046,0.259759949,2.0583708,2244.118148,236.1677208,0.072916667,5.379750188,-1.66783164,5.86736569,-42.70689371,4.338571144,6.538982926,2.06226428,0.789716801,70.71562042,-7.731416689,3.288422685,0.493662798,67.98306212,-29.22088074,0.990236338,NA,NA,NA,NA,5.428456119,5.428456119,-7.533374864,0.042800293,-2.930488901,2.264862448,1.497534953,50,5.376028529,-4.21399602,-112.1269757,-0.693450497,-3.715600832,21.04464631,-29.30240322,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190628-CCBLChatham-1,-4,-2.665580235,4.031339547,-0.168716588,-0.242143963,-0.050529029
98,6/30/19,7:23:34 PM,Player B,179cc557-9b8e-11e9-b28b-1c1bb52a548f,Bat,L,56,26,39,63.5,6.7,72,-4,63,71,-35,3.22,16.7,0.16,1,6,Left,COT_KET,Left,WAR_GAT,Windup,4,Bottom,0,3,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,89.67872178,-3.147896742,3.511080648,2387.820793,163.6596365,0.479166667,5.312665632,-2.350678266,6.865325635,-15.09762639,18.92582521,-5.558153366,1.177232991,0.390167349,80.76467767,-6.046923298,2.439756608,0.41981766,60.68156867,-18.68395013,-36.49037523,NA,NA,NA,NA,5.754187936,5.609500251,-26.35401114,0.044009399,4.279391586,11.66003211,2.129604203,50,5.106776426,-7.842087013,-130.1957277,-7.571166624,7.213696156,31.90628699,-12.51893471,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190630-CCBLWareham-1,-8,-1.871324364,4.183900971,-0.410227492,0.127081399,-0.075525063
156,6/30/19,7:56:56 PM,Player B,c1128c91-9b92-11e9-b28b-1c1bb52a548f,Bat,L,58,28,45,66.2,9.8,75,2,62,75,-39,3.84,16.4,0.15,3,2,Right,COT_KET,Left,WAR_GAT,Windup,6,Bottom,2,1,0,Fastball,ChangeUp,InPlay,Undefined,GroundBall,Out,0,1,0,NA,86.94883882,-2.257498715,-2.489851511,1764.907067,224.1001443,0.0625,6.204369572,0.866369267,5.161087785,-24.59562943,13.37049293,12.991567,2.026982926,-0.395796854,79.56996507,-6.798999127,-0.07736007,0.443475508,92.94157449,-5.859970735,23.2097703,NA,NA,NA,NA,20.71618586,19.98464063,21.06432033,0.143291626,-7.521033965,7.655853101,-0.643915683,50,5.975143455,5.024670962,-126.2204288,-5.858589083,-12.12971708,25.75991025,-19.82689888,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190630-CCBLWareham-1,-13,-0.728419072,4.133122579,-0.188984864,0.837887306,-0.291672449
5,7/2/19,5:07:43 PM,Player B,70744c26-9d0d-11e9-8da8-38baf8f1539b,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,62,46,43,67.4,8.7,80,0,93,73,-33,3.88,18.7,0.15,2,2,Left,YAR_RED,Left,WAR_GAT,Windup,1,Top,1,0,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Error,0,0,0,NA,86.19824458,-2.414035459,2.185287802,2015.130693,163.9310563,0.479166667,6.245483186,-1.911053518,5.44970974,-16.40738007,21.94300965,-6.331027973,2.615479652,-0.392035365,78.39889806,-5.471276802,1.001030977,0.445714137,77.95236654,-7.657210839,-1.519568397,NA,NA,NA,NA,17.59732535,17.2097085,-0.035859447,0.147046509,4.003808005,12.3693121,1.722627389,50,6.021307462,-4.562499731,-125.1584103,-5.833331953,6.319620551,26.42121558,-12.65029545,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,20,-0.52217533,1.073331755,-0.580207309,-1.216081281,-1.116435076
111,7/2/19,6:09:09 PM,Player B,08add673-9d16-11e9-8da8-38baf8f1539b,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,56,40,44,70.5,9.3,73,10,96,69,-28,3.83,20.2,0.17,2,1,Left,YAR_RED,Left,WAR_GAT,Windup,5,Top,1,0,0,Slider,Slider,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,80.43217871,-1.467745475,2.16489313,2557.896813,178.7702321,0.5,5.926421926,-2.077623627,4.946294173,-37.48148186,8.51054818,-0.183622474,1.414842935,-0.046409964,71.72461143,-8.453475091,2.130393144,0.488104496,67.96343901,34.04037237,-8.782671619,4298.541486,107.8089725,49.91569031,-21.84407336,225.9613315,225.9613315,-14.83539513,3.839440918,0.903611657,5.022661467,1.867824065,50,5.754566774,-4.397832449,-116.4981262,-4.229917263,1.202113228,28.40179093,-25.49218723,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,27,-0.919312078,-0.4263319,-1.662563866,0.024233842,-0.825091075
245,7/2/19,7:28:39 PM,Player B,1eb7fc3e-9d21-11e9-8da8-38baf8f1539b,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,66,51,42,65.5,8.2,86,-7,91,76,-39,4.03,18.5,0.14,3,4,Right,YAR_RED,Left,WAR_GAT,Stretch,9,Top,1,1,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,91.55469737,-2.743295826,-4.930761767,2189.132724,219.3801966,0.052083333,5.689301164,2.457056844,6.511594246,-15.02850299,18.20470648,14.96862812,1.908533108,-0.830979287,82.11658952,-5.621456795,-2.065938535,0.414913591,79.87860568,3.054167602,-34.12182227,3437.450966,NA,NA,NA,73.66264693,72.99295554,-36.11288088,0.684804077,-9.940644709,11.0042431,-2.119476244,50,5.490953082,11.00798657,-132.6299811,-6.8146112,-17.37121768,33.37905574,-12.94419899,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,15,-0.089192015,2.118464804,0.285314998,-1.818048315,-1.550936568
8,7/6/19,3:04:51 PM,Player B,f0817c9c-a020-11e9-8cfc-38baf8e72d44,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,66,46,48,64.2,11.3,85,3,101,81,-32,3.88,17.3,0.14,2,3,Left,HAR_MAR,Left,WAR_GAT,Windup,1,Top,1,0,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,91.57266626,-2.129894625,1.655853096,2307.938867,143.5531497,0.447916667,6.521597088,-1.546240828,5.700252841,-17.833289,15.73464645,-11.6437623,3.049300466,-0.97334895,83.48143775,-5.465666687,-0.531468712,0.416997867,70.21665107,-2.704341698,-17.17745559,2653.984613,NA,NA,NA,31.49877893,29.96486088,-16.05171635,0.311289673,6.718023687,9.047706292,1.414688224,50,6.331990038,-3.446812595,-133.099977,-5.566110032,12.01158193,29.44912572,-15.99707888,HAR_MAR,WAR_GAT,CCBLHarwich,CCBL,CCBL,20190706-CCBLHarwich-1,20,-0.584066703,0.808940672,0.146199716,-1.711377962,-0.914954108
61,7/7/19,7:06:28 PM,Player B,da6f909b-a10b-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,53,52,51,68.1,13,69,8,102,86,-36,3.85,20.1,0.16,5,4,Left,HYA_HAR,Left,WAR_GAT,Stretch,2,Bottom,1,1,2,Fastball,Fastball,InPlay,Undefined,Popup,Single,0.89,0,0,NA,87.79481314,-1.62637069,3.408691189,2224.036017,145.6864017,0.447916667,5.259576841,-2.689293523,6.108544681,-18.46430972,17.48609675,-11.95735822,2.214051891,-0.530298021,80.13074366,-5.106217556,1.151736444,0.431542349,60.93650807,50.1929281,-27.67378574,4433.6368,89.96346605,65.49426437,-63.29747545,178.4953881,53.72389127,-38.02681074,4.22600647,7.461092676,9.965293153,2.433928605,50,5.124895329,-7.231621512,-127.5756441,-4.19569956,12.28184079,26.53528493,-15.76999767,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190707-CCBLWareham-1,16,-0.656494528,-0.175148821,0.625302344,0.294435057,-0.772599748
197,7/7/19,8:27:08 PM,Player B,22e1892b-a117-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,47,52,39,48.7,6.6,62,6,86,80,-40,1.49,19.3,0.21,3,5,Right,HYA_HAR,Left,WAR_GAT,Stretch,5,Bottom,0,2,2,Curveball,Curveball,InPlay,Undefined,Popup,Out,0,1,0,NA,78.26253335,-0.887507135,-2.167063063,2159.481396,26.27926554,0.291666667,5.826672194,2.079761929,6.025243585,-51.58055555,-6.234082894,-3.057216344,0.705748072,-0.182807757,72.38370995,-10.50393046,-2.743720679,0.484666803,53.24928476,39.79128661,17.57759233,4104.94639,105.4725108,36.40787908,31.23374028,155.6357963,151.4774455,16.47040955,3.435132446,1.035814223,-3.125882371,-1.908710148,50,5.729197095,4.392977669,-113.8465636,-3.198546962,1.355201679,21.50985732,-36.26377907,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190707-CCBLWareham-1,6,-5.932254392,2.210491686,1.145125958,1.408549815,0.598073638
252,7/7/19,9:00:08 PM,Player B,b71c3faa-a11b-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,65,55,50,62.4,12.8,84,-4,93,80,-36,3.65,20.1,0.14,5,3,Right,HYA_HAR,Left,WAR_GAT,Stretch,6,Bottom,1,0,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Error,0,0,1,NA,86.94627627,-1.950919818,-1.509973734,2211.741483,186.5417403,0.510416667,5.859023848,0.947710481,6.45322709,-15.13945909,21.22215322,2.43754185,2.803978238,-0.236539005,78.79609454,-4.833205543,-1.044392732,0.434003353,70.94128448,-12.18083266,-22.01886747,NA,NA,NA,NA,13.0496787,12.88015562,-19.1899825,0.119949341,-1.809184567,12.30801247,-0.842091462,50,5.714264367,3.265823631,-126.5018101,-4.737727481,-2.90179497,28.26130171,-12.4329291,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190707-CCBLWareham-1,13,-0.08372269,1.815285719,1.011839515,-1.544657938,-0.444355717
330,7/7/19,9:47:29 PM,Player B,5a768f0e-a122-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,66,50,41,62.9,7.8,85,11,84,80,-40,3.16,19.5,0.16,3,2,Right,HYA_HAR,Left,WAR_GAT,Stretch,8,Bottom,1,0,1,Curveball,Curveball,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,77.07780733,1.106767276,-1.720301667,2828.176705,45.35524015,0.3125,6.188009448,2.56741107,5.491222679,-60.53208198,-12.09683781,-12.20167085,2.179520397,-0.059025962,70.14748192,-10.18283758,-4.01703533,0.500901423,89.39835746,9.315584407,3.775928408,777.855213,109.7798085,4.799733981,6.953602906,136.190211,135.348431,3.597758382,1.197872925,5.94178372,-6.833816033,-2.408883033,50,6.244930878,3.722300138,-111.9113237,0.371299295,7.387970614,23.88048704,-40.67116565,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190707-CCBLWareham-1,4,-1.540392284,2.189327102,0.240387577,0.699530868,-0.87933246
47,7/8/19,7:07:37 PM,Player B,2f8b9775-a1d5-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,60,41,39,63.1,7.1,78,3,97,72,-21,3.31,18.3,0.16,2,5,Right,COT_KET,Left,WAR_GAT,Windup,1,Bottom,1,2,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,91.75072138,-0.743119154,-0.321593061,2445.035564,171.8885646,0.489583333,5.768451643,0.611334271,5.788637939,-22.37465876,10.87348374,-1.554195541,3.212600715,0.182670292,83.6960742,-4.940563008,-0.614006249,0.415006799,87.98721511,0.276586063,-19.92884354,2243.647169,NA,NA,NA,58.3434886,56.77106161,-21.13085155,0.463568726,0.743527976,6.059607482,-0.583951038,50,5.693935685,0.802293639,-133.5152677,-2.493128269,1.338129028,29.54927736,-21.26855887,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190708-CCBLWareham-1,25,-1.942298062,0.441689999,-1.185030925,-1.721393844,-0.229827571
99,7/8/19,7:35:19 PM,Player B,09be6447-a1d9-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,52,38,35,65.1,4.8,67,12,109,80,-14,3.35,17.9,0.16,5,3,Right,COT_KET,Left,WAR_GAT,Stretch,2,Bottom,2,0,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,89.44913801,-0.728954385,-0.761143303,2377.613298,189.8109099,0.510416667,5.743402022,0.235070205,5.7183473,-20.79867252,14.54388596,2.520763709,3.331118103,-0.263854002,80.91029732,-4.643308636,-0.285542953,0.427878546,68.53562149,-17.05025285,24.48207832,NA,NA,NA,NA,13.20039101,13.20039101,20.42271374,0.111619873,-1.591065601,8.042733481,-0.173062199,50,5.669842057,1.643929206,-130.0664772,-2.348393381,-2.695070407,30.13093873,-18.55064234,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190708-CCBLWareham-1,29,-2.507572015,-1.405356985,-1.342215896,-1.41870518,-0.167067195
307,7/8/19,9:42:46 PM,Player B,db59affa-a1ea-11e9-b28b-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,59,43,47,68.8,11,77,11,100,77,-26,4.03,18.2,0.15,7,2,Right,COT_KET,Left,WAR_GAT,Stretch,8,Bottom,2,0,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,84.50704708,-1.210825095,-1.97219177,2119.223362,203.9704515,0.53125,5.801791743,0.805444703,6.377423152,-20.9259675,17.21670511,7.670679296,2.943273191,-0.370306842,77.57405852,-5.164972555,-0.518620123,0.444505438,75.89763904,47.17008585,-29.58365985,4940.857675,88.13456639,86.05494839,-65.82016201,232.1510254,73.90446768,-43.02187982,4.756173706,-4.737404045,9.76802934,-0.667040117,50,5.704720605,4.021071682,-123.0508729,-3.192058106,-7.286398745,23.69806635,-17.15025999,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190708-CCBLWareham-1,23,-0.537679366,-0.298495435,-1.002042736,-0.718297831,-0.639528105
85,7/11/19,7:27:25 PM,Player B,724d2762-a433-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,51,48,38,61.4,6.2,66,3,97,78,-29,2.78,18.6,0.18,3,6,Left,BOU_BRA,Left,WAR_GAT,Windup,2,Bottom,2,3,2,ChangeUp,ChangeUp,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,78.37451974,-2.098064825,1.907124702,1621.369653,156.0153388,0.46875,6.027503186,-0.870970452,5.940316277,-29.16551458,16.54788048,-7.381405988,1.649037235,0.283516812,71.27081401,-7.579078557,0.509832432,0.4866237,73.51438454,19.2910702,-16.0212171,3196.32827,103.7655516,24.16916224,-36.50624203,219.4289097,219.1973348,-22.43777385,2.717504272,4.587657178,9.612081042,0.723222263,50,5.843979298,-3.585098267,-113.8909139,-4.99346239,5.961248402,23.00624351,-19.68401268,WAR_GAT,BOU_BRA,CCBLWareham,CCBL,CCBL,20190711-CCBLWareham-1,19,-3.298395488,0.543584664,-0.227243884,-0.415401188,-0.335790056
214,7/11/19,8:38:39 PM,Player B,665894bd-a43d-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,38,41,35,56.3,4.7,50,7,110,85,-15,1.99,18.2,0.21,1,7,Right,BOU_BRA,Left,WAR_GAT,Windup,7,Bottom,0,2,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Out,0,1,0,NA,80.3768767,-0.584778571,-1.667820076,1990.271577,237.2726404,0.083333333,5.730620585,1.110442545,6.240664078,-30.80959852,12.61265333,19.68913351,2.623561621,1.212527689,72.10646515,-6.460376732,2.105826858,0.474272222,52.00990889,-60.1901967,59.34962767,NA,NA,NA,NA,3.994164177,3.943612076,3.174620032,0.042313843,-11.39911599,7.133041327,-0.995994664,50,5.672060922,2.87254162,-116.8487131,-2.022115413,-15.37565472,27.02326404,-22.55267259,WAR_GAT,BOU_BRA,CCBLWareham,CCBL,CCBL,20190711-CCBLWareham-1,25,-5.97471612,-1.195573047,-0.324554265,-0.323070446,0.763155954
169,7/12/19,9:09:06 PM,Player B,ce4d074e-a50a-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,65,47,43,61.4,9,84,-4,96,77,-29,3.3,19,0.15,3,4,Right,BRE_WHI,Left,WAR_GAT,Windup,6,Bottom,2,1,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0.89,0,0,infield single,92.33775254,-1.112065721,-2.251735738,2198.429894,229.4070999,0.072916667,5.386240663,1.477270355,6.270912079,-18.88152323,13.20000014,15.43976879,2.786781024,0.68724665,84.70274844,-4.674721321,0.66827134,0.407660854,81.91690256,-12.66597557,-38.3920789,NA,NA,NA,NA,12.68157255,12.68157255,-38.8706176,0.100556641,-9.037947633,7.509017206,-1.318537429,50,5.294734234,4.799466379,-134.4144519,-3.205277517,-16.5925168,28.18428508,-18.38845262,WAR_GAT,BRE_WHI,CCBLWareham,CCBL,CCBL,20190712-CCBLWareham-1,19,-1.268897069,1.448812107,0.161005807,-2.087246228,-0.485332566
240,7/12/19,9:51:40 PM,Player B,bec46cf5-a510-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,66,49,45,63.1,10.1,85,-4,93,75,-34,3.44,20,0.15,8,6,Right,BRE_WHI,Right,WAR_GAT,Stretch,7,Bottom,2,2,2,Sinker,Slider,InPlay,Undefined,GroundBall,Single,0.89,0,1,NA,83.79646157,2.375528065,-4.344054381,2626.669201,271.1962394,0.125,3.293903965,3.292490308,6.532663351,-39.34354966,-0.397673913,17.29083937,2.201663809,0.741330402,76.37807447,-5.09977143,-1.057078598,0.449161223,85.12808306,-19.25990915,-20.59587239,NA,NA,NA,NA,7.587743739,7.07534221,-22.4318575,0.052598267,-10.77751672,-0.89340846,-2.99854795,50,3.441842328,8.776848694,-121.6550634,4.004388895,-16.12514298,24.23261873,-33.51075158,WAR_GAT,BRE_WHI,CCBLWareham,CCBL,CCBL,20190712-CCBLWareham-1,18,-0.687473261,1.651188984,0.248539457,-1.612252774,-0.711675422
